Sample Name,Name of Original DSC Measurement,Mass in mg,∆Hm in Jg-1,Segment,TStart in °C,TEnd in °C,Tm in °C,Peak Signal Characterisation_Bimodal,Peak Signal Characterisation_Sharp Monodal,Peak Signal Characterisation_Wide Monodal,Peak Signal Characterisation_Left Tail,Peak Signal Characterisation_Right Tail,Peak Signal Characterisation_Left Shoulder,Peak Signal Characterisation_Right Shoulder,Peak Signal Characterisation,Peak Signal Characterisation_Quasibimodal,Aging Level
3-UV-PET-3_2,UV-PET-52,1.42,35.01,1st Heating,204.7,254.73,243.0,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_3,UV-PET-53,1.48,36.6,1st Heating,204.86,256.01,242.4,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_4,UV-PET-54,1.41,34.64,1st Heating,205.71,256.89,241.6,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_5,UV-PET-55,1.37,36.43,1st Heating,206.2,257.05,242.1,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_1,UV-PET-56,1.46,35.18,1st Heating,207.12,254.71,242.3,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_2,UV-PET-57,1.23,33.43,1st Heating,206.6,255.8,241.4,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_3,UV-PET-58,1.39,34.75,1st Heating,206.6,256.3,242.1,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_4,UV-PET-59,1.38,35.84,1st Heating,209.74,255.8,242.7,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_5,UV-PET-60,1.33,34.34,1st Heating,206.94,256.72,242.2,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_1,UV-PET-61,1.3,32.62,1st Heating,208.1,253.14,240.4,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_2,UV-PET-62,1.31,31.82,1st Heating,207.9,254.12,240.0,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_3,UV-PET-63,1.42,32.07,1st Heating,208.27,254.41,240.5,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_4,UV-PET-64,1.22,30.87,1st Heating,207.24,252.99,240.3,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_5,UV-PET-65,1.23,31.5,1st Heating,208.37,252.79,240.1,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_1,UV-PET-66,1.22,30.44,1st Heating,208.26,254.23,240.0,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_2,UV-PET-67,1.54,32.67,1st Heating,208.1,254.45,240.7,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_3,UV-PET-68,1.3,32.01,1st Heating,208.06,252.92,240.3,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_4,UV-PET-69,1.34,32.32,1st Heating,208.79,254.25,240.4,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_5,UV-PET-70,1.43,32.32,1st Heating,208.1,251.44,240.7,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_1,UV-PET-71,1.27,31.77,1st Heating,208.72,254.4,241.0,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_2,UV-PET-72,1.27,32.62,1st Heating,209.98,251.75,241.2,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_3,UV-PET-73,1.39,32.3,1st Heating,209.16,252.72,241.3,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_4,UV-PET-74,1.18,31.5,1st Heating,208.87,253.66,239.4,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_5,UV-PET-75,1.17,31.52,1st Heating,208.86,253.54,240.9,0,0,x,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
1-EBT-PE-1_1,eb-PE-1,1.18,107.3,1st Heating,58.0,113.1,102.4,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_2,eb-PE-2,1.25,105.8,1st Heating,58.0,113.72,102.0,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_3,eb-PE-3,1.07,104.9,1st Heating,58.15,115.52,101.7,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_4,eb-PE-4,1.16,107.4,1st Heating,58.0,114.81,102.0,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_5,eb-PE-5,1.16,107.9,1st Heating,59.1,113.14,102.3,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_1,eb-PE-6,1.44,109.0,1st Heating,58.59,114.98,102.1,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_2,eb-PE-7,1.05,109.5,1st Heating,58.0,115.38,101.7,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_3,eb-PE-8,1.15,108.9,1st Heating,58.0,114.76,101.4,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_4,eb-PE-9,1.27,106.6,1st Heating,58.0,112.98,101.3,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_5,eb-PE-10,1.16,108.5,1st Heating,58.07,114.43,102.0,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_1,eb-PE-11,1.08,112.2,1st Heating,58.0,114.51,102.4,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_2,eb-PE-12,1.28,106.3,1st Heating,58.0,117.99,101.3,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_3,eb-PE-13,1.19,113.3,1st Heating,58.0,115.55,102.0,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_4,eb-PE-14,1.23,109.1,1st Heating,58.0,116.01,102.2,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_5,eb-PE-15,1.49,110.0,1st Heating,58.0,115.85,102.5,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_1,eb-PE-16,1.21,104.9,1st Heating,58.0,114.1,101.7,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_2,eb-PE-17,1.08,102.4,1st Heating,58.0,112.1,102.1,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_3,eb-PE-18,1.13,104.9,1st Heating,58.143,113.4,101.2,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_4,eb-PE-19,1.21,101.6,1st Heating,58.45,112.2,103.2,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_5,eb-PE-20,1.23,115.7,1st Heating,59.2,115.0,102.3,0,0,x,l,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_1,eb-PET-67,1.24,36.43,1st Heating,213.98,252.27,242.8,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_2,eb-PET-68,1.31,37.2,1st Heating,208.9,252.3,242.9,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_3,eb-PET-69,1.16,39.17,1st Heating,209.3,255.59,242.9,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_4,eb-PET-70,1.36,37.98,1st Heating,209.28,255.08,243.3,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_5,eb-PET-71,1.38,38.16,1st Heating,213.4,254.0,243.4,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_1,eb-PET-72,1.3,38.74,1st Heating,208.4,255.18,243.0,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_2,eb-PET-73,1.46,38.71,1st Heating,207.23,254.74,242.8,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_3,eb-PET-74,1.18,38.53,1st Heating,208.32,252.29,243.0,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_4,eb-PET-75,1.29,39.8,1st Heating,208.3,254.7,242.6,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_5,eb-PET-76,1.38,37.66,1st Heating,209.82,254.7,243.0,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_1,eb-PET-77,1.3,37.93,1st Heating,209.8,254.7,242.9,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_2,eb-PET-78,1.3,37.65,1st Heating,210.07,254.7,242.9,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_3,eb-PET-79,1.26,37.09,1st Heating,213.58,253.83,243.3,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_4,eb-PET-80,1.26,38.13,1st Heating,213.29,254.66,243.3,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_5,eb-PET-81,1.17,38.17,1st Heating,211.89,254.65,243.3,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_1,eb-PET-16,1.08,38.31,1st Heating,214.2,255.56,242.7,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_2,eb-PET-17,1.21,37.36,1st Heating,218.33,255.5,243.4,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_3,eb-PET-18,1.07,35.42,1st Heating,214.86,255.5,241.9,0,0,x,0,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_4,eb-PET-19,1.35,35.78,1st Heating,214.98,256.09,243.6,0,0,x,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_5,eb-PET-20,1.49,37.6,1st Heating,214.62,255.22,243.0,0,0,x,s,0.0,0,0.0,0,0,First EBT
2-EBT-PE-1_1,eb-PE-21,1.15,103.9,1st Heating,58.74,112.04,99.8,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_2,eb-PE-22,1.46,108.9,1st Heating,58.0,114.76,100.3,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_3,eb-PE-23,1.23,106.1,1st Heating,58.0,113.174,100.4,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_4,eb-PE-24,1.24,107.8,1st Heating,58.0,114.1,100.3,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_5,eb-PE-25,1.45,106.6,1st Heating,58.0,114.3,100.4,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_1,eb-PE-26,1.17,106.3,1st Heating,60.0,113.26,100.7,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_2,eb-PE-27,1.35,103.7,1st Heating,60.51,114.42,100.5,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_3,eb-PE-28,1.29,104.6,1st Heating,60.0,113.65,100.0,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_4,eb-PE-29,1.2,103.2,1st Heating,60.0,114.1,99.9,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_5,eb-PE-30,1.33,107.1,1st Heating,68.6,114.91,100.3,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_2,eb-PE-32,1.27,107.3,1st Heating,58.8,114.9,100.3,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_3,eb-PE-33,1.3,106.1,1st Heating,58.6,114.86,100.0,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_4,eb-PE-34,1.2,105.7,1st Heating,58.6,112.68,99.5,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_5,eb-PE-35,1.22,106.8,1st Heating,58.85,114.8,99.8,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_1,eb-PE-36,1.48,108.2,1st Heating,58.0,114.32,100.7,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_2,eb-PE-37,1.47,109.7,1st Heating,58.0,114.0,100.4,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_3,eb-PE-38,1.39,108.5,1st Heating,58.0,115.38,100.5,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_4,eb-PE-39,1.31,106.9,1st Heating,58.0,113.58,100.0,0,0,x,l,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_5,eb-PE-61,1.48,106.8,1st Heating,57.6,115.0,101.0,0,0,x,l,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_1,eb-PET-61,1.24,36.43,1st Heating,213.98,252.27,242.8,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_2,eb-PET-22,1.31,37.2,1st Heating,208.9,252.3,242.9,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_3,eb-PET-23,1.16,39.17,1st Heating,209.3,255.59,242.9,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_4,eb-PET-24,1.36,37.98,1st Heating,209.28,255.08,243.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_5,eb-PET-25,1.38,38.16,1st Heating,213.4,254.0,243.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_1,eb-PET-26,1.3,38.74,1st Heating,208.4,255.18,243.0,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_2,eb-PET-27,1.46,38.71,1st Heating,207.23,254.74,242.8,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_3,eb-PET-28,1.18,38.53,1st Heating,208.32,252.29,243.0,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_4,eb-PET-29,1.29,39.8,1st Heating,208.3,254.7,242.6,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_5,eb-PET-30,1.38,37.66,1st Heating,209.82,254.7,243.0,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_1,eb-PET-31,1.3,37.93,1st Heating,209.8,254.7,242.9,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_2,eb-PET-32,1.3,37.65,1st Heating,210.07,254.7,242.9,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_3,eb-PET-33,1.26,37.09,1st Heating,213.58,253.83,243.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_4,eb-PET-34,1.26,38.13,1st Heating,213.29,254.66,243.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_5,eb-PET-35,1.17,38.17,1st Heating,211.89,254.65,243.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_1,eb-PET-36,1.08,38.31,1st Heating,214.2,255.56,242.7,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_2,eb-PET-37,1.21,37.36,1st Heating,218.33,255.5,243.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_3,eb-PET-38,1.07,35.42,1st Heating,214.86,255.5,241.9,0,0,x,0,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_4,eb-PET-39,1.35,35.78,1st Heating,214.98,256.09,243.6,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_5,eb-PET-40,1.49,37.6,1st Heating,214.62,255.22,243.0,0,0,x,s,0.0,0,0.0,0,0,Second EBT
3-EBT-PE-1_1,eb-PE-41,1.24,90.2,1st Heating,64.59,108.74,98.5,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_2,eb-PE-42,1.27,91.2,1st Heating,64.3,110.08,98.7,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_3,eb-PE-43,1.34,88.28,1st Heating,64.57,110.23,98.7,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_4,eb-PE-44,1.37,90.14,1st Heating,65.51,108.47,97.9,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_5,eb-PE-62,1.17,89.95,1st Heating,64.9,109.2,98.6,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_1,eb-PE-46,1.47,89.28,1st Heating,65.3,111.73,99.0,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_2,eb-PE-47,1.25,88.85,1st Heating,65.3,111.1,98.8,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_3,eb-PE-48,1.28,89.41,1st Heating,65.39,112.3,98.4,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_4,eb-PE-49,1.43,90.67,1st Heating,65.3,111.07,98.5,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_5,eb-PE-50,1.5,88.81,1st Heating,65.3,110.18,98.6,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_1,eb-PE-51,1.18,90.31,1st Heating,64.48,112.41,98.2,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_2,eb-PE-52,1.29,90.7,1st Heating,64.44,113.5,98.7,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_3,eb-PE-53,1.44,91.85,1st Heating,65.3,113.0,99.1,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_4,eb-PE-54,1.34,92.43,1st Heating,65.3,111.83,99.0,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_5,eb-PE-55,1.37,89.668,1st Heating,65.3,113.31,98.7,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_1,eb-PE-56,1.34,92.29,1st Heating,63.4,111.8,98.3,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_2,eb-PE-57,1.38,93.55,1st Heating,63.32,112.9,98.9,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_3,eb-PE-58,1.35,93.73,1st Heating,65.8,111.7,98.9,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_4,eb-PE-59,1.36,88.84,1st Heating,65.9,110.95,99.2,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_5,eb-PE-60,1.34,90.66,1st Heating,65.8,111.7,99.4,0,0,x,l,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_1,eb-PET-41,1.41,38.83,1st Heating,213.73,255.6,240.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_2,eb-PET-42,1.16,38.33,1st Heating,213.6,252.08,240.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_3,eb-PET-43,1.47,38.99,1st Heating,213.86,253.99,239.8,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_4,eb-PET-44,1.3,37.82,1st Heating,213.185,250.7,240.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_5,eb-PET-45,1.21,37.35,1st Heating,212.5,254.59,239.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_1,eb-PET-46,1.38,38.06,1st Heating,212.7,254.7,240.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_2,eb-PET-47,1.26,37.56,1st Heating,212.7,252.75,240.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_3,eb-PET-48,1.41,37.95,1st Heating,212.68,254.38,240.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_4,eb-PET-49,1.45,38.47,1st Heating,212.76,254.58,240.6,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_5,eb-PET-50,1.34,38.31,1st Heating,212.7,254.7,240.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_1,eb-PET-51,1.25,37.73,1st Heating,214.78,253.01,240.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_2,eb-PET-52,1.5,37.52,1st Heating,213.6,253.2,240.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_3,eb-PET-53,1.49,37.22,1st Heating,214.02,252.89,240.7,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_4,eb-PET-54,1.26,35.63,1st Heating,213.99,252.88,241.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_5,eb-PET-55,1.23,41.03,1st Heating,213.6,253.26,239.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_1,eb-PET-62,1.18,37.17,1st Heating,211.1,253.4,240.3,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_2,eb-PET-63,1.27,38.96,1st Heating,210.1,253.03,239.4,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_3,eb-PET-64,1.3,39.44,1st Heating,207.6,254.5,240.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_4,eb-PET-65,1.21,39.22,1st Heating,209.1,254.46,239.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_5,eb-PET-66,1.15,39.75,1st Heating,209.14,254.32,239.6,0,0,x,s,0.0,0,0.0,0,0,Third EBT
