Sample Name,Name of Original DSC Measurement,Mass in mg,∆Hm in Jg-1,Segment,TStart in °C,TEnd in °C,Tm in °C,Peak Signal Characterisation_Bimodal,Peak Signal Characterisation_Sharp Monodal,Peak Signal Characterisation_Wide Monodal,Peak Signal Characterisation_Left Tail,Peak Signal Characterisation_Right Tail,Peak Signal Characterisation_Left Shoulder,Peak Signal Characterisation_Right Shoulder,Peak Signal Characterisation,Peak Signal Characterisation_Quasibimodal,Aging Level
3-UV-PET-2_2,UV-PET-47,1.45,35.61,2nd Heating,207.3,253.66,231.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-2_3,UV-PET-48,1.17,35.71,2nd Heating,206.47,253.99,232.4,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-2_4,UV-PET-49,1.27,35.01,2nd Heating,205.1,253.95,232.9,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-2_5,UV-PET-50,1.53,33.93,2nd Heating,205.72,253.84,232.8,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_1,UV-PET-51,1.53,35.5,2nd Heating,207.5,256.52,233.9,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_2,UV-PET-52,1.42,34.4,2nd Heating,207.45,256.33,235.2,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_3,UV-PET-53,1.48,34.1,2nd Heating,207.4,255.51,230.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_4,UV-PET-54,1.41,33.23,2nd Heating,207.65,254.24,232.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-3_5,UV-PET-55,1.37,34.45,2nd Heating,207.25,253.76,233.3,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_1,UV-PET-56,1.46,36.11,2nd Heating,206.6,257.03,233.2,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_2,UV-PET-57,1.23,37.38,2nd Heating,205.93,256.64,233.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_3,UV-PET-58,1.39,32.78,2nd Heating,205.92,255.85,233.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_4,UV-PET-59,1.38,35.94,2nd Heating,206.6,258.81,233.9,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-4_5,UV-PET-60,1.33,34.34,2nd Heating,206.28,255.84,233.8,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_1,UV-PET-61,1.3,33.45,2nd Heating,205.0,252.95,230.2,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_2,UV-PET-62,1.31,31.64,2nd Heating,205.0,251.76,230.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_3,UV-PET-63,1.42,33.26,2nd Heating,205.12,252.44,230.2,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_4,UV-PET-64,1.22,32.84,2nd Heating,205.03,252.87,230.8,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-1_5,UV-PET-65,1.23,31.75,2nd Heating,205.19,253.49,230.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_1,UV-PET-66,1.22,30.3,2nd Heating,207.16,252.01,229.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_2,UV-PET-67,1.54,32.01,2nd Heating,206.69,251.38,229.1,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_3,UV-PET-68,1.3,31.9,2nd Heating,207.15,251.62,232.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_4,UV-PET-69,1.34,31.58,2nd Heating,206.0,252.3,231.0,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-2_5,UV-PET-70,1.43,32.21,2nd Heating,206.03,252.09,230.3,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_1,UV-PET-71,1.27,31.45,2nd Heating,206.8,250.86,229.5,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_2,UV-PET-72,1.27,32.62,2nd Heating,206.8,251.46,229.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_3,UV-PET-73,1.39,31.83,2nd Heating,207.16,251.88,229.7,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_4,UV-PET-74,1.18,30.72,2nd Heating,206.8,250.0,229.8,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
3-UV-PET-control-3_5,UV-PET-75,1.17,30.72,2nd Heating,206.8,250.3,229.8,x,0,0,s,0.0,0,0.0,0,0,Third UV-cycle (12 weks irradiation)
1-EBT-PE-1_1,eb-PE-1,1.18,86.79,2nd Heating,58.01,114.42,98.2,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_2,eb-PE-2,1.25,84.7,2nd Heating,58.01,116.1,97.3,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_3,eb-PE-3,1.07,86.94,2nd Heating,58.01,115.24,98.0,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_4,eb-PE-4,1.16,86.21,2nd Heating,58.01,114.61,97.2,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-1_5,eb-PE-5,1.16,85.46,2nd Heating,58.01,118.28,97.4,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_1,eb-PE-6,1.44,86.94,2nd Heating,58.0,112.04,97.7,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_2,eb-PE-7,1.05,89.58,2nd Heating,58.5,113.0,98.5,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_3,eb-PE-8,1.15,86.32,2nd Heating,59.35,112.04,97.5,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_4,eb-PE-9,1.27,85.76,2nd Heating,58.83,113.0,97.7,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-2_5,eb-PE-10,1.16,86.55,2nd Heating,58.43,112.81,98.4,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_1,eb-PE-11,1.08,90.29,2nd Heating,58.13,113.41,96.9,1=2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_2,eb-PE-12,1.28,87.66,2nd Heating,58.04,115.88,96.3,1=2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_3,eb-PE-13,1.19,89.98,2nd Heating,58.0,113.9,98.6,1=2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_4,eb-PE-14,1.23,89.14,2nd Heating,58.0,114.51,97.2,1=2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-3_5,eb-PE-15,1.49,89.86,2nd Heating,58.0,115.06,97.7,1=2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_1,eb-PE-16,1.21,86.24,2nd Heating,58.26,117.87,98.1,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_2,eb-PE-17,1.08,87.45,2nd Heating,58.0,114.66,97.8,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_3,eb-PE-18,1.13,84.94,2nd Heating,58.0,112.12,97.0,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_4,eb-PE-19,1.21,85.45,2nd Heating,58.0,115.55,97.9,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PE-4_5,eb-PE-20,1.23,87.28,2nd Heating,58.0,114.94,97.9,1>2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_1,eb-PET-67,1.24,33.08,2nd Heating,202.12,254.05,230.2,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_2,eb-PET-68,1.31,33.94,2nd Heating,202.2,255.8,230.6,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_3,eb-PET-69,1.16,35.2,2nd Heating,202.01,253.44,231.6,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_4,eb-PET-70,1.36,32.65,2nd Heating,203.46,256.2,229.7,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-1_5,eb-PET-71,1.38,37.31,2nd Heating,203.56,255.99,232.3,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_1,eb-PET-72,1.3,34.07,2nd Heating,203.63,253.48,230.8,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_2,eb-PET-73,1.46,34.92,2nd Heating,203.37,251.68,231.5,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_3,eb-PET-74,1.18,33.65,2nd Heating,204.22,253.58,232.2,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_4,eb-PET-75,1.29,34.67,2nd Heating,203.7,254.75,232.8,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-2_5,eb-PET-76,1.38,34.87,2nd Heating,203.69,255.73,231.7,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_1,eb-PET-77,1.08,33.89,2nd Heating,202.0,254.2,232.0,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_2,eb-PET-78,1.28,33.58,2nd Heating,202.2,254.06,232.2,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_3,eb-PET-79,1.19,34.67,2nd Heating,203.8,253.81,233.5,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_4,eb-PET-80,1.23,35.54,2nd Heating,203.71,254.2,232.3,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-3_5,eb-PET-81,1.49,33.75,2nd Heating,204.47,255.06,230.4,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_1,eb-PET-16,1.08,34.27,2nd Heating,206.5,253.35,232.0,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_2,eb-PET-17,1.21,35.47,2nd Heating,204.63,254.02,232.7,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_3,eb-PET-18,1.07,34.0,2nd Heating,205.95,252.88,233.7,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_4,eb-PET-19,1.35,33.82,2nd Heating,205.91,252.34,232.3,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
1-EBT-PET-4_5,eb-PET-20,1.49,35.52,2nd Heating,205.897,255.59,234.2,1<2,0,0,s,0.0,0,0.0,0,0,First EBT
2-EBT-PE-1_1,eb-PE-21,1.15,71.66,2nd Heating,59.2,112.8,94.0,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_2,eb-PE-22,1.46,75.05,2nd Heating,59.36,109.75,95.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_3,eb-PE-23,1.23,72.36,2nd Heating,59.2,112.37,94.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_4,eb-PE-24,1.24,76.3,2nd Heating,59.43,112.45,95.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-1_5,eb-PE-25,1.45,74.23,2nd Heating,59.2,109.79,95.1,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_1,eb-PE-26,1.17,73.79,2nd Heating,59.2,112.93,94.2,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_2,eb-PE-27,1.35,75.8,2nd Heating,59.35,112.94,94.6,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_3,eb-PE-28,1.29,74.28,2nd Heating,58.74,111.35,95.2,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_4,eb-PE-29,1.2,73.01,2nd Heating,58.3,111.98,95.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-2_5,eb-PE-30,1.33,75.47,2nd Heating,59.2,112.44,95.2,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_2,eb-PE-32,1.27,73.1,2nd Heating,59.6,109.9,94.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_3,eb-PE-33,1.3,73.87,2nd Heating,58.32,113.02,94.4,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_4,eb-PE-34,1.2,74.71,2nd Heating,58.5,110.01,94.5,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-3_5,eb-PE-35,1.22,72.73,2nd Heating,58.5,110.35,94.5,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_1,eb-PE-36,1.48,75.34,2nd Heating,58.5,112.46,95.9,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_2,eb-PE-37,1.47,79.3,2nd Heating,58.5,112.24,95.7,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_3,eb-PE-38,1.39,77.92,2nd Heating,58.5,111.77,95.2,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_4,eb-PE-39,1.31,77.3,2nd Heating,58.5,111.13,95.2,0,0,x,s,0.0,0,0.0,0,0,Second EBT
2-EBT-PE-4_5,eb-PE-61,1.48,79.24,2nd Heating,58.1,112.94,95.3,0,0,x,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_1,eb-PET-61,1.24,33.08,2nd Heating,202.12,254.05,230.2,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_2,eb-PET-22,1.31,33.94,2nd Heating,202.2,255.8,230.6,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_3,eb-PET-23,1.16,35.2,2nd Heating,202.01,253.44,231.6,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_4,eb-PET-24,1.36,32.65,2nd Heating,203.46,256.2,229.7,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-1_5,eb-PET-25,1.38,37.31,2nd Heating,203.56,255.99,232.3,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_1,eb-PET-26,1.3,34.07,2nd Heating,203.63,253.48,230.8,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_2,eb-PET-27,1.46,34.92,2nd Heating,203.37,251.68,231.5,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_3,eb-PET-28,1.18,33.65,2nd Heating,204.22,253.58,232.2,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_4,eb-PET-29,1.29,34.67,2nd Heating,203.7,254.75,232.8,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-2_5,eb-PET-30,1.38,34.87,2nd Heating,203.69,255.73,231.7,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_1,eb-PET-31,1.08,33.89,2nd Heating,202.0,254.2,232.0,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_2,eb-PET-32,1.28,33.58,2nd Heating,202.2,254.06,232.2,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_3,eb-PET-33,1.19,34.67,2nd Heating,203.8,253.81,233.5,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_4,eb-PET-34,1.23,35.54,2nd Heating,203.71,254.2,232.3,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-3_5,eb-PET-35,1.49,33.75,2nd Heating,204.47,255.06,230.4,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_1,eb-PET-36,1.08,34.27,2nd Heating,206.5,253.35,232.0,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_2,eb-PET-37,1.21,35.47,2nd Heating,204.63,254.02,232.7,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_3,eb-PET-38,1.07,34.0,2nd Heating,205.95,252.88,233.7,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_4,eb-PET-39,1.35,33.82,2nd Heating,205.91,252.34,232.3,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
1-EBT-PET-4_5,eb-PET-40,1.49,35.52,2nd Heating,205.897,255.59,234.2,1<2,0,0,s,0.0,0,0.0,0,0,Second EBT
3-EBT-PE-1_1,eb-PE-41,1.24,73.14,2nd Heating,50.4,108.18,92.3,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_2,eb-PE-42,1.27,73.73,2nd Heating,51.31,110.4,93.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_3,eb-PE-43,1.34,72.46,2nd Heating,50.52,110.36,92.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_4,eb-PE-44,1.37,75.4,2nd Heating,50.63,109.56,93.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-1_5,eb-PE-62,1.31,75.83,2nd Heating,53.7,109.6,93.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_1,eb-PE-46,1.47,75.32,2nd Heating,52.7,110.01,93.6,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_2,eb-PE-47,1.25,75.64,2nd Heating,52.7,110.12,93.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_3,eb-PE-48,1.28,75.08,2nd Heating,54.0,111.56,93.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_4,eb-PE-49,1.43,75.37,2nd Heating,54.0,109.78,93.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-2_5,eb-PE-50,1.5,75.53,2nd Heating,54.62,109.19,93.3,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_1,eb-PE-51,1.18,75.17,2nd Heating,52.7,110.75,93.4,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_2,eb-PE-52,1.29,74.76,2nd Heating,53.1,112.4,93.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_3,eb-PE-53,1.44,74.84,2nd Heating,52.9,109.73,94.1,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_4,eb-PE-54,1.34,75.85,2nd Heating,53.3,112.4,93.3,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-3_5,eb-PE-55,1.37,73.48,2nd Heating,54.2,109.64,93.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_1,eb-PE-56,1.34,75.67,2nd Heating,52.5,111.68,93.4,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_2,eb-PE-57,1.38,74.97,2nd Heating,55.0,109.08,93.6,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_3,eb-PE-58,1.35,75.39,2nd Heating,55.0,112.292,93.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_4,eb-PE-59,1.36,72.86,2nd Heating,54.6,112.9,93.4,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PE-4_5,eb-PE-60,1.34,74.65,2nd Heating,54.5,110.33,94.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_1,eb-PET-41,1.41,36.89,2nd Heating,203.42,254.05,240.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_2,eb-PET-42,1.16,37.93,2nd Heating,203.3,255.886,239.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_4,eb-PET-44,1.3,37.4,2nd Heating,206.43,252.99,239.7,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-1_5,eb-PET-45,1.21,36.56,2nd Heating,205.65,255.43,241.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_1,eb-PET-46,1.38,36.92,2nd Heating,204.58,256.23,240.7,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_2,eb-PET-47,1.26,35.36,2nd Heating,204.42,255.39,240.5,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_3,eb-PET-48,1.41,37.2,2nd Heating,204.8,251.69,241.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_4,eb-PET-49,1.45,37.01,2nd Heating,203.83,254.45,241.4,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-2_5,eb-PET-50,1.34,36.71,2nd Heating,205.91,252.51,241.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_1,eb-PET-51,1.25,35.14,2nd Heating,204.73,251.67,239.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_2,eb-PET-52,1.5,35.51,2nd Heating,206.78,253.53,241.2,0,0,0,s,0.0,0,0.0,0,x,Third EBT
3-EBT-PET-3_3,eb-PET-53,1.49,37.09,2nd Heating,205.21,250.62,240.6,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-3_4,eb-PET-54,1.26,34.31,2nd Heating,205.41,251.9,240.8,0,0,0,s,0.0,0,0.0,0,x,Third EBT
3-EBT-PET-3_5,eb-PET-55,1.23,40.51,2nd Heating,206.0,252.0,239.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_1,eb-PET-62,1.18,36.62,2nd Heating,205.46,254.29,239.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_2,eb-PET-63,1.27,36.95,2nd Heating,201.99,251.99,239.9,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_3,eb-PET-64,1.3,36.87,2nd Heating,202.37,251.33,240.0,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_4,eb-PET-65,1.21,36.3,2nd Heating,198.86,256.1,239.3,0,0,x,s,0.0,0,0.0,0,0,Third EBT
3-EBT-PET-4_5,eb-PET-66,1.15,37.02,2nd Heating,201.98,250.86,240.2,0,0,x,s,0.0,0,0.0,0,0,Third EBT
