Temp./°C,0-PE-10,0-PE-11,0-PE-12,0-PE-13,0-PE-14,0-PE-15,0-PE-16,0-PE-17,0-PE-18,0-PE-19,0-PE-20,0-PE-21,0-PE-22,0-PE-23,0-PE-24,0-PE-25,0-PE-6,0-PE-7,0-PE-8,0-PE-9,0-PET-1,0-PET-10,0-PET-16,0-PET-17,0-PET-18,0-PET-19,0-PET-2,0-PET-20,0-PET-21,0-PET-22,0-PET-23,0-PET-24,0-PET-25,0-PET-3,0-PET-4,0-PET-5,0-PET-6,0-PET-7,0-PET-8,0-PET-9,eb-PE-1,eb-PE-10,eb-PE-11,eb-PE-12,eb-PE-13,eb-PE-14,eb-PE-15,eb-PE-16,eb-PE-17,eb-PE-18,eb-PE-19,eb-PE-2,eb-PE-20,eb-PE-21,eb-PE-22,eb-PE-23,eb-PE-24,eb-PE-25,eb-PE-26,eb-PE-27,eb-PE-28,eb-PE-29,eb-PE-3,eb-PE-30,eb-PE-31,eb-PE-32,eb-PE-33,eb-PE-34,eb-PE-35,eb-PE-36,eb-PE-37,eb-PE-38,eb-PE-39,eb-PE-4,eb-PE-41,eb-PE-42,eb-PE-43,eb-PE-44,eb-PE-46,eb-PE-47,eb-PE-48,eb-PE-49,eb-PE-5,eb-PE-50,eb-PE-51,eb-PE-52,eb-PE-53,eb-PE-54,eb-PE-55,eb-PE-56,eb-PE-57,eb-PE-58,eb-PE-59,eb-PE-6,eb-PE-60,eb-PE-61,eb-PE-62,eb-PE-7,eb-PE-8,eb-PE-9,eb-PET-16,eb-PET-17,eb-PET-18,eb-PET-19,eb-PET-20,eb-PET-22,eb-PET-23,eb-PET-24,eb-PET-25,eb-PET-26,eb-PET-27,eb-PET-28,eb-PET-29,eb-PET-30,eb-PET-31,eb-PET-32,eb-PET-33,eb-PET-34,eb-PET-35,eb-PET-36,eb-PET-37,eb-PET-38,eb-PET-39,eb-PET-40,eb-PET-41,eb-PET-42,eb-PET-43,eb-PET-44,eb-PET-45,eb-PET-46,eb-PET-47,eb-PET-48,eb-PET-49,eb-PET-50,eb-PET-51,eb-PET-52,eb-PET-53,eb-PET-54,eb-PET-55,eb-PET-61,eb-PET-62,eb-PET-63,eb-PET-64,eb-PET-65,eb-PET-66,eb-PET-67,eb-PET-68,eb-PET-69,eb-PET-70,eb-PET-71,eb-PET-72,eb-PET-73,eb-PET-74,eb-PET-75,eb-PET-76,eb-PET-77,eb-PET-78,eb-PET-79,eb-PET-80,eb-PET-81,UV-PE-21,UV-PE-22,UV-PE-23,UV-PE-24,UV-PE-25,UV-PE-26,UV-PE-27,UV-PE-28,UV-PE-29,UV-PE-30,UV-PE-31,UV-PE-32,UV-PE-33,UV-PE-34,UV-PE-35,UV-PE-36,UV-PE-37,UV-PE-38,UV-PE-39,UV-PE-40,UV-PE-41,UV-PE-42,UV-PE-43,UV-PE-44,UV-PE-45,UV-PE-46,UV-PE-47,UV-PE-48,UV-PE-49,UV-PE-50,UV-PE-51,UV-PE-52,UV-PE-53,UV-PE-54,UV-PE-55,UV-PE-56,UV-PE-57,UV-PE-58,UV-PE-59,UV-PE-60,UV-PE-61,UV-PE-62,UV-PE-63 WDH,UV-PE-64,UV-PE-65,UV-PE-66,UV-PE-67,UV-PE-68,UV-PE-69,UV-PE-70,UV-PE-71,UV-PE-72,UV-PE-73,UV-PE-74,UV-PE-75,UV-PE-76,UV-PE-77,UV-PE-78,UV-PE-79,UV-PE-80,UV-PET-1,UV-PET-11,UV-PET-12,UV-PET-13,UV-PET-14,UV-PET-15,UV-PET-16,UV-PET-17,UV-PET-19,UV-PET-2,UV-PET-20,UV-PET-21,UV-PET-22,UV-PET-23,UV-PET-24,UV-PET-25,UV-PET-26,UV-PET-27,UV-PET-28,UV-PET-29,UV-PET-3,UV-PET-30,UV-PET-31,UV-PET-32,UV-PET-33,UV-PET-34,UV-PET-35,UV-PET-36,UV-PET-37,UV-PET-38,UV-PET-4,UV-PET-41,UV-PET-42,UV-PET-43,UV-PET-44,UV-PET-45,UV-PET-46,UV-PET-47,UV-PET-48,UV-PET-49,UV-PET-5,UV-PET-50,UV-PET-51,UV-PET-52,UV-PET-53,UV-PET-54,UV-PET-55,UV-PET-56,UV-PET-57,UV-PET-58,UV-PET-59,UV-PET-6,UV-PET-60,UV-PET-7,UV-PET-76,UV-PET-77,UV-PET-78,UV-PET-79,UV-PET-8,UV-PET-9
-25,3.94766,3.91972,4.0579,4.13289,3.82275,4.00157,4.18087,3.91814,4.97739,4.22145,3.77301,1.80549,1.57439,1.92604,1.65123,1.87806,4.52485,4.46327,4.56265,4.34926,1.78841,4.06281,3.98809,3.85403,3.85523,4.01943,1.75622,4.09947,1.81208,1.77444,5.61062,1.56939,1.57889,1.91261,1.95241,1.88572,3.69241,4.93872,3.9078,3.73172,4.80166,4.88471,5.17015,4.55371,4.84513,4.5634,3.88927,4.78535,5.15965,4.91574,4.77422,4.578,4.53603,4.87476,4.00969,4.4726,4.56353,3.96987,4.72384,4.15758,4.39509,4.59903,5.25658,4.19221,4.94101,4.39296,4.32572,4.65303,4.59024,3.85855,3.89769,4.01863,4.16713,4.91049,4.53156,4.38913,4.17377,4.12637,3.82542,4.52325,4.4182,4.02881,4.92185,3.85023,4.61094,4.22032,4.04546,4.30212,4.20559,4.24936,4.05814,4.19357,3.94496,3.97157,4.14096,2.89978,3.67247,5.28716,4.88221,4.42962,4.88988,4.3268,5.12466,3.9183,3.62184,3.6391,3.6477,4.41594,4.12384,3.70198,3.77858,4.23734,3.86792,4.00511,3.77297,3.59041,3.63149,4.44573,4.2833,3.96515,3.58332,3.73995,3.69975,3.59236,3.57941,4.3988,3.59478,4.03899,4.12006,3.88658,4.21526,3.94436,3.72978,3.93647,4.30774,3.69959,3.62738,4.04523,4.53245,2.72213,3.49647,3.12424,3.13819,3.34347,3.47839,3.17335,3.02441,3.47022,3.01072,2.95557,3.2193,2.83803,3.44904,3.11263,2.91699,3.03064,3.15421,3.1855,3.16692,3.3374,1.72176,1.59147,1.44238,1.63292,1.54856,1.82674,1.66216,1.47853,1.56869,1.58126,1.96215,1.4615,1.50532,1.78526,1.74333,1.64887,1.62277,1.49645,1.73119,1.86197,3.96024,4.53285,4.23882,4.08982,4.03607,4.38568,4.17117,3.98708,4.25635,3.79738,3.85977,4.15882,4.37685,4.30284,4.32954,4.35772,4.43706,4.75477,3.95467,4.20606,4.30196,3.93934,3.43907,3.05006,4.09457,3.30642,3.60066,3.06563,3.33998,3.17954,3.31651,3.01132,3.13867,3.04289,3.57159,3.76265,3.56555,3.33397,3.05981,3.10157,1.78131,1.90856,1.73905,1.80136,1.8128,1.88994,2.11289,2.14871,2.13068,1.69715,1.79757,1.37884,1.39366,1.51929,1.33566,1.42096,1.29587,1.35067,1.37077,1.4444,1.78616,1.45852,1.314,1.39998,1.41394,1.44312,1.59449,1.49423,1.40124,1.35359,1.76175,3.98084,4.45655,3.6173,4.39685,4.22564,4.16956,3.87067,4.41216,4.17,1.88982,3.54795,3.56896,3.89761,3.81822,3.80974,4.09398,3.71804,4.46252,3.85625,3.95683,1.88544,4.02637,2.17032,2.98046,2.88987,3.46959,3.40215,1.70131,1.87894
-24,3.9525,3.92429,4.06407,4.14106,3.82973,3.99952,4.19073,3.92699,4.99383,4.22974,3.76794,1.81298,1.57858,1.92983,1.65477,1.88536,4.52947,4.46278,4.55149,4.35584,1.79775,4.04706,3.99563,3.86616,3.85714,4.03015,1.75261,4.08988,1.82092,1.76565,5.61011,1.56823,1.57766,1.9134,1.9562,1.89245,3.69958,4.93767,3.90811,3.73997,4.82319,4.88509,5.18638,4.55785,4.85367,4.56965,3.89463,4.80099,5.15953,4.92373,4.78206,4.58589,4.53617,4.87695,4.01049,4.47971,4.56152,3.97449,4.72898,4.16596,4.42077,4.60436,5.26779,4.21188,4.94365,4.3883,4.33018,4.67729,4.61078,3.85528,3.90458,4.02992,4.17024,4.91992,4.54101,4.38646,4.18266,4.14572,3.82615,4.54498,4.42992,4.04204,4.92541,3.93785,4.61172,4.22814,4.0511,4.31013,4.21808,4.25992,4.05932,4.20219,3.95657,3.97132,4.136,2.90203,3.67527,5.28516,4.90097,4.43158,4.87739,4.33177,5.12518,3.93757,3.60711,3.62668,3.64745,4.42191,4.13163,3.7122,3.77142,4.2408,3.87508,4.00012,3.77118,3.59598,3.62956,4.46129,4.28656,3.97661,3.57701,3.74531,3.7,3.60263,3.58824,4.41351,3.60088,4.03968,4.11258,3.86813,4.23063,3.95219,3.73057,3.94461,4.32735,3.69309,3.61927,4.05199,4.51444,2.73071,3.52777,3.13325,3.14915,3.35437,3.49807,3.18387,3.03267,3.47294,3.0207,2.96047,3.22857,2.84842,3.45942,3.11617,2.92657,3.04023,3.16157,3.19236,3.17297,3.34517,1.72578,1.59683,1.44871,1.63852,1.54163,1.83465,1.6686,1.48199,1.57279,1.58833,1.96755,1.4626,1.50942,1.78768,1.74848,1.65503,1.62747,1.49915,1.73495,1.86824,3.96969,4.54303,4.24513,4.09779,4.04132,4.39159,4.18336,3.99333,4.26604,3.81088,3.86722,4.16769,4.38282,4.32085,4.33778,4.37471,4.4502,4.7652,3.974,4.21657,4.30968,3.94497,3.44897,3.05917,4.10837,3.31481,3.61188,3.07437,3.34943,3.18772,3.32547,3.01939,3.15159,3.05668,3.58769,3.77849,3.57995,3.34802,3.07097,3.11389,1.77791,1.92122,1.73331,1.80028,1.82577,1.89218,2.11723,2.14566,2.12332,1.7042,1.80325,1.3817,1.39654,1.52066,1.34,1.42195,1.29916,1.35372,1.3742,1.44558,1.78181,1.4624,1.31585,1.40068,1.41468,1.44459,1.59406,1.49408,1.40062,1.35419,1.74561,3.97668,4.44558,3.6119,4.40562,4.22942,4.16405,3.86909,4.43524,4.17146,1.88493,3.55365,3.56905,3.90823,3.82661,3.82317,4.09529,3.72789,4.4818,3.86635,3.97837,1.88835,4.03066,2.1673,2.98969,2.89599,3.47728,3.39419,1.7044,1.8679
-23,3.95307,3.92736,4.06864,4.1501,3.8374,4.01068,4.19749,3.93712,4.98818,4.23567,3.77304,1.81945,1.58451,1.93509,1.65974,1.89207,4.53932,4.47141,4.55921,4.36306,1.7865,4.05334,3.99684,3.87501,3.85552,4.05446,1.7553,4.11805,1.82411,1.77434,5.61157,1.56939,1.57851,1.90956,1.94815,1.88532,3.70062,4.95732,3.91591,3.74022,4.82918,4.90018,5.19265,4.56258,4.86256,4.57439,3.91171,4.81706,5.16923,4.92763,4.78875,4.59356,4.54435,4.88918,4.03228,4.48843,4.58071,3.98766,4.74048,4.17526,4.42782,4.59774,5.28271,4.22547,4.95286,4.39517,4.33681,4.66844,4.60812,3.86242,3.92368,4.01818,4.18958,4.92485,4.55384,4.39572,4.1965,4.15558,3.83706,4.53093,4.43784,4.05519,4.9351,3.88221,4.62225,4.23559,4.06409,4.32175,4.22475,4.27123,4.06821,4.21182,3.97137,3.97836,4.14464,2.90935,3.69443,5.30678,4.8938,4.44339,4.88468,4.33367,5.14058,3.94303,3.61631,3.63593,3.66908,4.422,4.14283,3.71438,3.78264,4.25008,3.87699,4.0117,3.77539,3.60738,3.63224,4.47444,4.28199,3.97167,3.59723,3.73838,3.71666,3.59605,3.58954,4.40204,3.59903,4.03905,4.12705,3.89432,4.23172,3.96132,3.72305,3.94963,4.32381,3.69381,3.62896,4.03168,4.52824,2.74056,3.52434,3.14116,3.16298,3.36736,3.49104,3.19401,3.04154,3.4795,3.03016,2.97017,3.24103,2.85932,3.46604,3.12581,2.936,3.04911,3.16458,3.20285,3.18022,3.35236,1.73072,1.6006,1.45732,1.64535,1.5396,1.84054,1.6747,1.48839,1.57808,1.59276,1.97139,1.46932,1.51576,1.79336,1.75507,1.66006,1.63151,1.50652,1.74211,1.87306,3.97621,4.55271,4.25873,4.10874,4.05492,4.401,4.19043,4.00273,4.27553,3.82176,3.87673,4.17683,4.40146,4.32845,4.34944,4.38263,4.4619,4.76767,3.98626,4.23425,4.31597,3.958,3.46196,3.0704,4.12223,3.32599,3.6232,3.08351,3.35905,3.19682,3.33607,3.02482,3.16287,3.0677,3.59826,3.79341,3.58903,3.35817,3.08201,3.12645,1.78447,1.92166,1.73527,1.79918,1.82367,1.89016,2.11595,2.13302,2.12749,1.7027,1.815,1.38486,1.40102,1.52314,1.34387,1.42391,1.30368,1.35731,1.37932,1.44706,1.7799,1.46476,1.31783,1.40287,1.41651,1.44717,1.59594,1.49565,1.40347,1.35682,1.75522,3.99746,4.47855,3.62324,4.40359,4.25009,4.17585,3.8744,4.4335,4.19135,1.88285,3.55501,3.58354,3.90944,3.84681,3.83156,4.10577,3.75041,4.48579,3.8685,3.97614,1.88846,4.05506,2.17359,2.99713,2.9081,3.48758,3.40015,1.71841,1.87305
-22,3.96356,3.93813,4.07811,4.15815,3.84421,4.01827,4.20877,3.94424,5.00459,4.25181,3.77993,1.82762,1.59109,1.94065,1.66513,1.89885,4.54796,4.47994,4.57173,4.3718,1.78997,4.06406,4.01612,3.87731,3.88369,4.0483,1.76062,4.11694,1.8338,1.77633,5.60871,1.58562,1.58816,1.91243,1.95724,1.88983,3.711,4.94727,3.9085,3.75136,4.83887,4.90561,5.20679,4.5721,4.87084,4.58001,3.92282,4.83395,5.17938,4.93786,4.79654,4.60432,4.5415,4.90051,4.03492,4.4974,4.58789,3.98558,4.75145,4.18662,4.42584,4.59881,5.28333,4.22286,4.96589,4.42441,4.34472,4.67264,4.63443,3.87525,3.93021,4.03605,4.19001,4.93518,4.56527,4.40117,4.20422,4.16355,3.83536,4.53618,4.44741,4.05401,4.9431,3.86674,4.62665,4.25048,4.07214,4.33632,4.2375,4.28237,4.09459,4.22299,3.9819,3.99567,4.14662,2.91445,3.70271,5.30772,4.91497,4.44976,4.91063,4.33053,5.13178,3.95782,3.62439,3.65135,3.67397,4.42979,4.14511,3.7247,3.79023,4.24254,3.89719,4.01243,3.78473,3.60267,3.64346,4.46605,4.30801,3.9869,3.60011,3.75417,3.71782,3.61143,3.58085,4.41603,3.61038,4.05531,4.14953,3.89513,4.24461,3.96419,3.73376,3.95421,4.31826,3.69221,3.63487,4.05163,4.53329,2.74852,3.52038,3.15064,3.17463,3.37874,3.49555,3.20599,3.04831,3.50259,3.03953,2.97731,3.2537,2.86856,3.47972,3.13661,2.94466,3.05935,3.17273,3.21263,3.19083,3.36227,1.73659,1.60602,1.46389,1.65115,1.554,1.84494,1.68069,1.49298,1.58262,1.59933,1.97886,1.47439,1.52072,1.80122,1.76193,1.66576,1.63855,1.5122,1.74861,1.8798,3.98954,4.56554,4.2694,4.11462,4.0683,4.40704,4.20363,4.0249,4.29017,3.83498,3.89314,4.18991,4.41894,4.34058,4.37238,4.3977,4.47442,4.79197,4.00183,4.23856,4.32544,3.96706,3.47241,3.08091,4.13647,3.33486,3.63003,3.09695,3.36941,3.20918,3.34422,3.03248,3.17484,3.07968,3.61098,3.80834,3.60353,3.37176,3.09291,3.13752,1.79181,1.91899,1.7383,1.79969,1.8194,1.89532,2.12343,2.13834,2.13835,1.69932,1.81584,1.38921,1.40436,1.52646,1.34832,1.42643,1.30964,1.36169,1.38381,1.44942,1.79131,1.46872,1.31935,1.40545,1.41937,1.45127,1.59827,1.49666,1.40832,1.36083,1.74761,3.99802,4.48653,3.63356,4.43207,4.25164,4.19035,3.90557,4.43544,4.1996,1.88998,3.56666,3.5833,3.92995,3.84215,3.83863,4.11512,3.74642,4.51222,3.88281,3.99298,1.87911,4.05299,2.1639,3.00757,2.92446,3.49876,3.42468,1.70963,1.87415
-21,3.97627,3.9455,4.09258,4.17234,3.85675,4.03683,4.21752,3.95309,5.01714,4.2587,3.79402,1.83628,1.5978,1.94667,1.67307,1.90776,4.55979,4.49039,4.5768,4.38029,1.7975,4.07257,4.02609,3.88973,3.88586,4.05919,1.75911,4.11803,1.83508,1.77509,5.60685,1.57136,1.58306,1.91985,1.95571,1.89047,3.71375,4.96698,3.93928,3.75967,4.85446,4.90982,5.21543,4.58385,4.8851,4.59159,3.93087,4.84711,5.19397,4.97494,4.80613,4.616,4.55469,4.90967,4.05046,4.50419,4.60695,4.00716,4.76076,4.19323,4.44132,4.62521,5.29326,4.23174,4.97701,4.41782,4.35258,4.6935,4.63409,3.88096,3.94718,4.05105,4.20863,4.94502,4.57679,4.41181,4.21133,4.1717,3.85974,4.54924,4.45791,4.05817,4.95453,3.8673,4.6396,4.25861,4.08406,4.34974,4.24931,4.29343,4.09181,4.23688,3.99464,3.99445,4.15062,2.92649,3.72511,5.30384,4.92816,4.46886,4.9041,4.35066,5.12396,3.96553,3.62905,3.65132,3.68105,4.4427,4.15251,3.72889,3.79081,4.25981,3.89045,4.01255,3.7892,3.6123,3.64345,4.49099,4.30308,3.99899,3.6122,3.76394,3.73363,3.62091,3.59706,4.41698,3.61591,4.0571,4.14251,3.90358,4.2688,3.97349,3.72917,3.97116,4.32869,3.71114,3.62666,4.06839,4.5396,2.76001,3.55135,3.15927,3.19089,3.3929,3.52779,3.21674,3.05901,3.48826,3.05204,2.98645,3.26528,2.88024,3.48816,3.1503,2.95533,3.06813,3.18184,3.22395,3.20358,3.37022,1.74426,1.6124,1.47154,1.65913,1.55942,1.855,1.68742,1.49909,1.58786,1.60629,1.98518,1.47827,1.52809,1.80968,1.76919,1.67262,1.64432,1.51969,1.7558,1.88669,4.00155,4.57853,4.27889,4.12711,4.08636,4.42027,4.21098,4.0269,4.30585,3.84927,3.90461,4.20295,4.43577,4.35402,4.38602,4.41389,4.49355,4.81118,4.02576,4.26625,4.33387,3.97885,3.4854,3.09237,4.15036,3.34995,3.6431,3.10918,3.37835,3.21852,3.35442,3.04306,3.18754,3.09174,3.62454,3.82088,3.61501,3.38482,3.10569,3.14721,1.78692,1.92784,1.73846,1.80319,1.82536,1.89168,2.11119,2.1601,2.14906,1.70296,1.8135,1.39176,1.40846,1.53092,1.35299,1.4301,1.31543,1.36623,1.38834,1.45213,1.79338,1.47102,1.32141,1.40849,1.42315,1.45544,1.6028,1.49955,1.41476,1.3669,1.75742,4.01407,4.49625,3.64469,4.4484,4.26684,4.19609,3.90257,4.4579,4.21779,1.8902,3.57276,3.59738,3.93713,3.85708,3.85857,4.1191,3.76064,4.52719,3.89506,4.01335,1.88492,4.05911,2.17059,3.01472,2.91728,3.50415,3.43563,1.71217,1.88214
-20,3.98397,3.95726,4.09827,4.18314,3.86626,4.05218,4.23391,3.962,5.03796,4.27235,3.80322,1.84619,1.6068,1.95344,1.68058,1.91641,4.56959,4.49932,4.5927,4.39468,1.79902,4.08684,4.03348,3.9023,3.89884,4.07824,1.7684,4.13971,1.84021,1.79107,5.61378,1.58066,1.59203,1.92191,1.95111,1.89527,3.74236,4.98178,3.94711,3.7574,4.86677,4.94366,5.22446,4.59324,4.8949,4.60771,3.94038,4.85965,5.20751,4.98178,4.8168,4.62976,4.56687,4.92341,4.06572,4.51857,4.61542,4.01137,4.77263,4.20264,4.44175,4.62413,5.30343,4.24607,4.99085,4.44285,4.36456,4.68847,4.65335,3.90466,3.95404,4.05453,4.21746,4.96321,4.58998,4.42345,4.22671,4.18162,3.87055,4.55025,4.4697,4.0627,4.96306,3.87415,4.6473,4.27162,4.09552,4.36196,4.25895,4.30458,4.10334,4.24778,4.0046,4.00253,4.18673,2.94178,3.73363,5.35067,4.93918,4.48418,4.90808,4.35917,5.14258,3.97096,3.64465,3.66917,3.68481,4.45041,4.16073,3.73683,3.81125,4.26187,3.90043,4.02295,3.80633,3.62032,3.66073,4.49338,4.31763,3.99271,3.62072,3.77426,3.73871,3.62062,3.60519,4.4308,3.6135,4.06195,4.14861,3.92567,4.26643,3.97309,3.73897,3.97577,4.3372,3.72662,3.63211,4.06401,4.55445,2.77016,3.5487,3.16562,3.20262,3.40555,3.5186,3.22746,3.07079,3.51033,3.06116,2.99728,3.27931,2.88905,3.49633,3.16225,2.96437,3.07746,3.19261,3.2369,3.21404,3.38355,1.75228,1.61933,1.48011,1.66862,1.56981,1.86318,1.69573,1.504,1.5937,1.61301,1.99168,1.48395,1.53432,1.81861,1.77754,1.67979,1.65153,1.52846,1.76226,1.89497,4.00918,4.58956,4.29227,4.14354,4.10302,4.43199,4.22383,4.05088,4.32197,3.86173,3.91898,4.21336,4.44832,4.37084,4.40244,4.42922,4.50769,4.82918,4.02184,4.27235,4.34475,3.98625,3.49982,3.10316,4.16793,3.36109,3.65571,3.11885,3.39221,3.23065,3.36229,3.05203,3.19867,3.10394,3.64197,3.83679,3.62756,3.39538,3.1174,3.16226,1.79635,1.93191,1.73088,1.79697,1.83162,1.88946,2.13462,2.17094,2.15996,1.70521,1.82902,1.39413,1.41451,1.53622,1.35764,1.43452,1.32072,1.37115,1.3931,1.45332,1.79642,1.47436,1.32383,1.41379,1.42678,1.45994,1.60801,1.50638,1.42235,1.37346,1.76717,4.01757,4.50265,3.65371,4.46133,4.27987,4.21387,3.92699,4.46367,4.22062,1.89798,3.58446,3.60889,3.94883,3.86897,3.86243,4.14139,3.76775,4.53028,3.92189,4.02698,1.89785,4.07789,2.17073,3.02477,2.93857,3.51923,3.44131,1.72326,1.88003
-19,3.99711,3.96686,4.11034,4.19737,3.88096,4.06415,4.25149,3.97269,5.04967,4.2844,3.81126,1.85731,1.61513,1.96238,1.69066,1.92519,4.58073,4.51107,4.60161,4.4013,1.81265,4.09422,4.05086,3.91549,3.90911,4.07833,1.7715,4.15123,1.85436,1.79902,5.6149,1.59403,1.59649,1.93525,1.9603,1.90799,3.77873,4.99031,3.95784,3.76764,4.88725,4.92529,5.2394,4.60392,4.90996,4.62274,3.94592,4.87154,5.22492,4.99444,4.82974,4.64419,4.58475,4.93352,4.07038,4.52664,4.60963,4.02193,4.78628,4.21378,4.46284,4.62909,5.31828,4.25053,5.00439,4.45842,4.37727,4.73042,4.6744,3.9165,3.97452,4.06881,4.21481,4.97846,4.60315,4.43367,4.23952,4.191,3.86898,4.58895,4.4797,4.09104,4.97714,3.88915,4.6593,4.29032,4.10411,4.37573,4.26922,4.32093,4.11118,4.25919,4.01406,4.01343,4.18778,2.95095,3.73385,5.35483,4.96089,4.48595,4.92521,4.37677,5.15489,3.98647,3.64772,3.67187,3.69737,4.4732,4.17761,3.74993,3.81586,4.2747,3.9167,4.02986,3.81401,3.63779,3.6723,4.50457,4.33003,4.00929,3.63008,3.7817,3.74627,3.63082,3.60685,4.42816,3.62447,4.0724,4.15538,3.93586,4.27844,3.98732,3.75504,3.97869,4.35891,3.72414,3.6425,4.0822,4.56964,2.78006,3.56666,3.17723,3.21428,3.41915,3.54377,3.24192,3.08024,3.52934,3.07219,3.00536,3.2902,2.89913,3.50868,3.1714,2.97448,3.09179,3.20384,3.2479,3.22331,3.39084,1.75985,1.62781,1.48821,1.67694,1.58153,1.87233,1.70581,1.51063,1.60003,1.61732,1.99608,1.49088,1.54233,1.82656,1.78448,1.68732,1.66074,1.53564,1.76916,1.90281,4.02176,4.60554,4.30977,4.15714,4.11702,4.44168,4.23659,4.05086,4.33345,3.87732,3.93311,4.22864,4.46195,4.38825,4.41621,4.44126,4.52489,4.85213,4.04548,4.28938,4.35614,4.00289,3.50963,3.11517,4.18515,3.36961,3.66961,3.1276,3.40374,3.24483,3.37145,3.06182,3.21222,3.1171,3.65529,3.85464,3.64175,3.40744,3.12902,3.17602,1.8005,1.93243,1.72641,1.81067,1.83199,1.91593,2.15842,2.17417,2.16802,1.70681,1.83206,1.39644,1.41885,1.54238,1.36275,1.44033,1.32629,1.37602,1.39755,1.45607,1.79958,1.47896,1.32663,1.41878,1.43104,1.46477,1.61403,1.51158,1.42972,1.38033,1.76908,4.02967,4.52807,3.66086,4.47315,4.28873,4.22282,3.93319,4.48504,4.23268,1.90165,3.6017,3.62123,3.96249,3.88597,3.87604,4.14689,3.78136,4.54434,3.92796,4.02763,1.90157,4.09265,2.18327,3.03281,2.9474,3.52833,3.44929,1.72633,1.88572
-18,4.00919,3.98115,4.12117,4.20768,3.89023,4.07231,4.2663,3.9859,5.06171,4.29738,3.82055,1.86772,1.62456,1.97061,1.69914,1.9348,4.59467,4.51655,4.61409,4.4087,1.8135,4.10373,4.06329,3.92337,3.92219,4.09671,1.77762,4.17131,1.86429,1.79509,5.62161,1.59329,1.60461,1.93935,1.96776,1.90484,3.78564,5.00218,3.96116,3.7741,4.89831,4.93062,5.25529,4.61782,4.92201,4.63406,3.95401,4.87968,5.24449,4.98474,4.83764,4.65822,4.5975,4.94728,4.09503,4.53748,4.63825,4.0357,4.80091,4.22392,4.4781,4.6492,5.34105,4.27401,5.02665,4.46,4.39357,4.73199,4.67418,3.92715,3.98592,4.08854,4.23819,4.99281,4.61497,4.45104,4.25439,4.20295,3.88386,4.60411,4.49479,4.09805,4.99067,3.87947,4.66849,4.3041,4.12141,4.38916,4.27934,4.32905,4.12485,4.27054,4.02868,4.02585,4.19548,2.9728,3.7763,5.37068,4.95316,4.49188,4.93578,4.37827,5.17496,3.99176,3.66137,3.69277,3.70782,4.4835,4.18677,3.76216,3.8294,4.29074,3.92802,4.0486,3.82542,3.63968,3.68147,4.51544,4.33991,4.01244,3.63925,3.79015,3.75551,3.63425,3.61411,4.43748,3.62919,4.0863,4.17003,3.94466,4.29424,3.99257,3.75739,3.9835,4.36709,3.72932,3.65889,4.08401,4.58364,2.79223,3.58984,3.18674,3.22671,3.4324,3.55569,3.25317,3.08971,3.53689,3.0834,3.013,3.30349,2.91039,3.52056,3.1829,2.98074,3.10277,3.21271,3.26265,3.2334,3.40002,1.76832,1.63711,1.49793,1.68588,1.59063,1.88083,1.71182,1.51718,1.60727,1.62326,2.00024,1.49734,1.5498,1.83486,1.79107,1.69705,1.66966,1.54492,1.77698,1.90707,4.0329,4.61672,4.3228,4.17051,4.13153,4.45276,4.25247,4.06927,4.34873,3.89282,3.94676,4.24339,4.47808,4.4033,4.42919,4.45672,4.53945,4.86127,4.06605,4.32038,4.36556,4.01426,3.52346,3.12591,4.1988,3.38157,3.68267,3.1385,3.41486,3.25907,3.38136,3.07066,3.22424,3.13215,3.66655,3.87311,3.65311,3.41918,3.13982,3.18746,1.80599,1.94108,1.66703,1.81461,1.83747,1.92741,2.16042,2.18884,2.18059,1.71436,1.83517,1.39913,1.42284,1.54928,1.36738,1.44582,1.33183,1.38059,1.39987,1.45934,1.79504,1.48258,1.33027,1.42568,1.43604,1.47065,1.62109,1.51942,1.43625,1.38806,1.76859,4.0391,4.53723,3.66681,4.48577,4.29761,4.23549,3.9406,4.50006,4.24157,1.9036,3.61042,3.63025,3.97467,3.89817,3.883,4.16769,3.79512,4.55868,3.9394,4.03998,1.90779,4.105,2.19148,3.04386,2.94803,3.53711,3.46186,1.72374,1.88952
